
code	|	taxid	|	primary taxid	|	taxname
1	|	5011	|	5011	|	Taphrina deformans
1	|	4558	|	4558	|	Sorghum bicolor
1	|	5325	|	5325	|	Trametes versicolor
1	|	5278	|	5278	|	Leucosporidium scottii
1	|	5353	|	5353	|	Lentinula edodes
1	|	170000	|	170000	|	Phakopsora pachyrhizi
1	|	5264	|	5264	|	Uromyces appendiculatus
1	|	4808	|	4808	|	Blastocladiella emersonii
1	|	5272	|	5272	|	Microbotryum violaceum
1	|	3079	|	3079	|	Chlorella sp.
1	|	199306	|	199306	|	Coccidioides posadasii
1	|	5016	|	5016	|	Bipolaris maydis
1	|	464988	|	464988	|	Hemiselmis andersenii
1	|	121759	|	121759	|	Paracoccidioides brasiliensis
1	|	45151	|	45151	|	Pyrenophora tritici-repentis
1	|	63577	|	63577	|	Trichoderma atroviride
1	|	42374	|	42374	|	Candida dubliniensis
1	|	5480	|	5480	|	Candida parapsilosis
1	|	400682	|	400682	|	Amphimedon queenslandica
1	|	185688	|	185688	|	Leucetta chagosensis
1	|	6051	|	6051	|	Ephydatia
1	|	593584	|	593584	|	Carteriospongia foliascens
1	|	5741	|	5741	|	Giardia intestinalis
1	|	237631	|	237631	|	Ustilago maydis 521
1	|	10116	|	10116	|	Rattus norvegicus
1	|	227321	|	227321	|	Aspergillus nidulans FGSC A4
1	|	180454	|	180454	|	Anopheles gambiae str. PEST
1	|	237561	|	237561	|	Candida albicans SC5314
1	|	39947	|	39947	|	Oryza sativa Japonica Group
1	|	229533	|	229533	|	Fusarium graminearum PH-1
1	|	10117	|	10117	|	Rattus rattus
1	|	36329	|	36329	|	Plasmodium falciparum 3D7
1	|	216895	|	216895	|	Vibrio vulnificus CMCP6
1	|	295358	|	295358	|	Mesomycoplasma hyopneumoniae 232
1	|	272562	|	272562	|	Clostridium acetobutylicum ATCC 824
1	|	292459	|	292459	|	Symbiobacterium thermophilum IAM 14863
1	|	51351	|	51351	|	Brassica rapa subsp. pekinensis
1	|	224911	|	224911	|	Bradyrhizobium diazoefficiens USDA 110
1	|	196600	|	196600	|	Vibrio vulnificus YJ016
1	|	312309	|	312309	|	Aliivibrio fischeri ES114
1	|	243277	|	243277	|	Vibrio cholerae O1 biovar El Tor str. N16961
1	|	112509	|	112509	|	Hordeum vulgare subsp. vulgare
1	|	242507	|	242507	|	Pyricularia oryzae 70-15
1	|	258594	|	258594	|	Rhodopseudomonas palustris CGA009
1	|	272627	|	272627	|	Magnetospirillum magnetotacticum MS-1
1	|	177439	|	177439	|	Desulfotalea psychrophila LSv54
1	|	211586	|	211586	|	Shewanella oneidensis MR-1
1	|	243090	|	243090	|	Rhodopirellula baltica SH 1
1	|	352914	|	352914	|	Plasmodium yoelii yoelii 17XNL
1	|	294381	|	294381	|	Entamoeba histolytica HM-1:IMSS
1	|	367110	|	367110	|	Neurospora crassa OR74A
1	|	5823	|	5823	|	Plasmodium berghei ANKA
1	|	31271	|	31271	|	Plasmodium chabaudi chabaudi
1	|	184922	|	184922	|	Giardia lamblia ATCC 50803
1	|	214684	|	214684	|	Cryptococcus neoformans var. neoformans JEC21
1	|	39946	|	39946	|	Oryza sativa Indica Group
1	|	352472	|	352472	|	Dictyostelium discoideum AX4
1	|	330879	|	330879	|	Aspergillus fumigatus Af293
1	|	31033	|	31033	|	Takifugu rubripes
1	|	246410	|	246410	|	Coccidioides immitis RS
1	|	306901	|	306901	|	Chaetomium globosum CBS 148.51
1	|	312017	|	312017	|	Tetrahymena thermophila SB210
1	|	265072	|	265072	|	Methylobacillus flagellatus KT
1	|	289380	|	289380	|	Clostridium perfringens SM101
1	|	318167	|	318167	|	Shewanella frigidimarina NCIMB 400
1	|	170187	|	170187	|	Streptococcus pneumoniae TIGR4
1	|	192222	|	192222	|	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819
1	|	205922	|	205922	|	Pseudomonas fluorescens Pf0-1
1	|	278197	|	278197	|	Pediococcus pentosaceus ATCC 25745
1	|	323097	|	323097	|	Nitrobacter hamburgensis X14
1	|	349521	|	349521	|	Hahella chejuensis KCTC 2396
1	|	205918	|	205918	|	Pseudomonas syringae pv. syringae B728a
1	|	269799	|	269799	|	Geobacter metallireducens GS-15
1	|	224914	|	224914	|	Brucella melitensis bv. 1 str. 16M
1	|	262698	|	262698	|	Brucella abortus bv. 1 str. 9-941
1	|	204722	|	204722	|	Brucella suis 1330
1	|	208964	|	208964	|	Pseudomonas aeruginosa PAO1
1	|	323259	|	323259	|	Methanospirillum hungatei JF-1
1	|	269797	|	269797	|	Methanosarcina barkeri str. Fusaro
1	|	267377	|	267377	|	Methanococcus maripaludis S2
1	|	309807	|	309807	|	Salinibacter ruber DSM 13855
1	|	246194	|	246194	|	Carboxydothermus hydrogenoformans Z-2901
1	|	195102	|	195102	|	Clostridium perfringens str. 13
1	|	318161	|	318161	|	Shewanella denitrificans OS217
1	|	266265	|	266265	|	Paraburkholderia xenovorans LB400
1	|	290400	|	290400	|	Jannaschia sp. CCS1
1	|	384676	|	384676	|	Pseudomonas entomophila L48
1	|	119912	|	119912	|	Salmonella enterica subsp. enterica serovar Choleraesuis
1	|	298386	|	298386	|	Photobacterium profundum SS9
1	|	272557	|	272557	|	Aeropyrum pernix K1
1	|	264198	|	264198	|	Cupriavidus pinatubonensis JMP134
1	|	283942	|	283942	|	Idiomarina loihiensis L2TR
1	|	342108	|	342108	|	Magnetospirillum magneticum AMB-1
1	|	159087	|	159087	|	Dechloromonas aromatica RCB
1	|	380703	|	380703	|	Aeromonas hydrophila subsp. hydrophila ATCC 7966
1	|	272558	|	272558	|	Halalkalibacterium halodurans C-125
1	|	373153	|	373153	|	Streptococcus pneumoniae D39
1	|	323098	|	323098	|	Nitrobacter winogradskyi Nb-255
1	|	203124	|	203124	|	Trichodesmium erythraeum IMS101
1	|	99287	|	99287	|	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
1	|	264462	|	264462	|	Bdellovibrio bacteriovorus HD100
1	|	321967	|	321967	|	Lacticaseibacillus paracasei ATCC 334
1	|	348780	|	348780	|	Natronomonas pharaonis DSM 2160
1	|	338969	|	338969	|	Rhodoferax ferrireducens T118
1	|	269796	|	269796	|	Rhodospirillum rubrum ATCC 11170
1	|	223926	|	223926	|	Vibrio parahaemolyticus RIMD 2210633
1	|	413949	|	413949	|	Eimeria tenella strain Houghton
1	|	126793	|	126793	|	Plasmodium vivax Sal-1
1	|	412133	|	412133	|	Trichomonas vaginalis G3
1	|	322104	|	322104	|	Scheffersomyces stipitis CBS 6054
1	|	344612	|	344612	|	Aspergillus clavatus NRRL 1
1	|	353153	|	353153	|	Trypanosoma cruzi strain CL Brener
1	|	353152	|	353152	|	Cryptosporidium parvum Iowa II
1	|	283643	|	283643	|	Cryptococcus neoformans var. neoformans B-3501A
1	|	321614	|	321614	|	Parastagonospora nodorum SN15
2	|	339724	|	2059318	|	Histoplasma mississippiense (nom. inval.)
1	|	331117	|	331117	|	Aspergillus fischeri NRRL 181
1	|	284811	|	284811	|	Eremothecium gossypii ATCC 10895
1	|	294746	|	294746	|	Meyerozyma guilliermondii ATCC 6260
1	|	436017	|	436017	|	Ostreococcus lucimarinus CCE9901
1	|	284813	|	284813	|	Encephalitozoon cuniculi GB-M1
1	|	296587	|	296587	|	Micromonas commoda
1	|	370355	|	370355	|	Entamoeba invadens IP1
1	|	181200	|	181200	|	Didymium dachnayum
1	|	37099	|	37099	|	Isochrysis galbana
1	|	284592	|	284592	|	Debaryomyces hansenii CBS767
1	|	284591	|	284591	|	Yarrowia lipolytica CLIB122
1	|	284590	|	284590	|	Kluyveromyces lactis NRRL Y-1140
1	|	284593	|	284593	|	[Candida] glabrata CBS 138
1	|	223283	|	223283	|	Pseudomonas syringae pv. tomato str. DC3000
1	|	367110	|	367110	|	Neurospora crassa OR74A
1	|	333668	|	333668	|	Theileria parva strain Muguga
1	|	347515	|	347515	|	Leishmania major strain Friedlin
1	|	353154	|	353154	|	Theileria annulata strain Ankara
1	|	353151	|	353151	|	Cryptosporidium hominis TU502
1	|	185431	|	185431	|	Trypanosoma brucei brucei TREU927
1	|	332648	|	332648	|	Botrytis cinerea B05.10
1	|	379508	|	379508	|	Lodderomyces elongisporus NRRL YB-4239
1	|	383379	|	383379	|	Toxoplasma gondii RH
1	|	284591	|	284591	|	Yarrowia lipolytica CLIB122
1	|	307796	|	307796	|	Saccharomyces cerevisiae YJM789
1	|	435258	|	435258	|	Leishmania infantum JPCM5
1	|	341663	|	341663	|	Aspergillus terreus NIH2624
1	|	436907	|	436907	|	Vanderwaltozyma polyspora DSM 70294
1	|	484906	|	484906	|	Babesia bovis T2Bo
1	|	370354	|	370354	|	Entamoeba dispar SAW760
2	|	310507	|	554065	|	Chlorella variabilis
1	|	454284	|	454284	|	Coccidioides posadasii RMSCC 3488
1	|	443226	|	443226	|	Coccidioides posadasii str. Silveira
1	|	7234	|	7234	|	Drosophila persimilis
1	|	402676	|	402676	|	Schizosaccharomyces japonicus yFS275
1	|	426418	|	426418	|	Pyrenophora tritici-repentis Pt-1C-BFP
1	|	425011	|	425011	|	Aspergillus niger CBS 513.88
2	|	473542	|	6238	|	Caenorhabditis briggsae
1	|	510516	|	510516	|	Aspergillus oryzae RIB40
1	|	46245	|	46245	|	Drosophila pseudoobscura pseudoobscura
1	|	7176	|	7176	|	Culex quinquefasciatus
1	|	500485	|	500485	|	Penicillium rubens Wisconsin 54-1255
2	|	145481	|	3218	|	Physcomitrium patens
1	|	441960	|	441960	|	Talaromyces marneffei ATCC 18224
1	|	451804	|	451804	|	Aspergillus fumigatus A1163
1	|	7238	|	7238	|	Drosophila sechellia
1	|	420245	|	420245	|	Leishmania braziliensis MHOM/BR/75/M2904
1	|	121224	|	121224	|	Pediculus humanus corporis
1	|	7230	|	7230	|	Drosophila mojavensis
1	|	7220	|	7220	|	Drosophila erecta
1	|	4565	|	4565	|	Triticum aestivum
1	|	508771	|	508771	|	Toxoplasma gondii ME49
1	|	9601	|	9601	|	Pongo abelii
1	|	515849	|	515849	|	Podospora anserina S mat+
1	|	441375	|	441375	|	Cryptosporidium muris RN66
1	|	5851	|	5851	|	Plasmodium knowlesi strain H
1	|	545124	|	545124	|	Saccharomyces cerevisiae AWRI1631
1	|	285006	|	285006	|	Saccharomyces cerevisiae RM11-1a
1	|	486041	|	486041	|	Laccaria bicolor S238N-H82
1	|	431895	|	431895	|	Monosiga brevicollis MX1
1	|	4232	|	4232	|	Helianthus annuus
1	|	3352	|	3352	|	Pinus taeda
1	|	412030	|	412030	|	Paramecium tetraurelia strain d4-2
1	|	7222	|	7222	|	Drosophila grimshawi
2	|	325569	|	665079	|	Sclerotinia sclerotiorum 1980 UF-70
1	|	7240	|	7240	|	Drosophila simulans
1	|	113636	|	113636	|	Populus tremula
1	|	7787	|	7787	|	Tetronarce californica
1	|	7242	|	7242	|	Drosophila sp. (in: flies)
1	|	32630	|	32630	|	synthetic construct
1	|	240176	|	240176	|	Coprinopsis cinerea okayama7#130
1	|	280463	|	280463	|	Emiliania huxleyi CCMP1516
1	|	3079	|	3079	|	Chlorella sp.
1	|	32644	|	32644	|	unidentified
1	|	29879	|	29879	|	Neurospora discreta
1	|	5334	|	5334	|	Schizophyllum commune
1	|	391592	|	391592	|	Caminibacter mediatlanticus TB-2
1	|	404380	|	404380	|	Citrifermentans bemidjiense Bem
1	|	546266	|	546266	|	Neisseria mucosa ATCC 25996
1	|	399549	|	399549	|	Metallosphaera sedula DSM 5348
1	|	296543	|	296543	|	Thalassiosira pseudonana CCMP1335
1	|	504472	|	504472	|	Spirosoma linguale DSM 74
1	|	332952	|	332952	|	Aspergillus flavus NRRL3357
1	|	272623	|	272623	|	Lactococcus lactis subsp. lactis Il1403
1	|	378806	|	378806	|	Stigmatella aurantiaca DW4/3-1
1	|	443144	|	443144	|	Geobacter sp. M21
1	|	632245	|	632245	|	Clostridium butyricum E4 str. BoNT E BL5262
1	|	556484	|	556484	|	Phaeodactylum tricornutum CCAP 1055/1
1	|	447214	|	447214	|	Clostridium butyricum 5521
1	|	390235	|	390235	|	Pseudomonas putida W619
1	|	314262	|	314262	|	Roseobacter sp. MED193
1	|	395961	|	395961	|	Cyanothece sp. PCC 7425
1	|	292414	|	292414	|	Ruegeria sp. TM1040
1	|	396598	|	396598	|	Paraburkholderia graminis C4D1M
1	|	554373	|	554373	|	Moniliophthora perniciosa FA553
1	|	314275	|	314275	|	Alteromonas mediterranea
1	|	416870	|	416870	|	Lactococcus cremoris subsp. cremoris MG1363
1	|	391595	|	391595	|	Roseobacter litoralis Och 149
1	|	556268	|	556268	|	Oxalobacter formigenes HOxBLS
1	|	224131	|	224131	|	Harpochytrium sp. JEL105
1	|	553212	|	553212	|	Staphylococcus capitis SK14
1	|	323850	|	323850	|	Shewanella loihica PV-4
1	|	484018	|	484018	|	Phocaeicola plebeius DSM 17135
1	|	375451	|	375451	|	Roseobacter denitrificans OCh 114
1	|	325240	|	325240	|	Shewanella baltica OS155
1	|	293826	|	293826	|	Alkaliphilus metalliredigens QYMF
1	|	391591	|	391591	|	Vibrio mediterranei AK1
1	|	456827	|	456827	|	Candidatus Cloacimonas acidaminovorans
1	|	410291	|	410291	|	Vibrio campbellii HY01
1	|	399599	|	399599	|	Shewanella baltica OS195
1	|	426368	|	426368	|	Methanococcus maripaludis C7
1	|	407976	|	407976	|	Shewanella baltica OS223
1	|	402882	|	402882	|	Shewanella baltica OS185
1	|	272568	|	272568	|	Gluconacetobacter diazotrophicus PA1 5
1	|	314289	|	314289	|	Vibrio sp. AND4
2	|	508765	|	935198	|	Clostridium botulinum B str. Eklund 17B (NRP)
1	|	372461	|	372461	|	Buchnera aphidicola BCc
1	|	518635	|	518635	|	Bifidobacterium angulatum DSM 20098 = JCM 7096
1	|	453591	|	453591	|	Ignicoccus hospitalis KIN4/I
1	|	478801	|	478801	|	Kytococcus sedentarius DSM 20547
1	|	428126	|	428126	|	[Clostridium] spiroforme DSM 1552
1	|	521095	|	521095	|	Lancefieldella parvula DSM 20469
1	|	221360	|	221360	|	Synechococcus sp. RS9917
1	|	264201	|	264201	|	Candidatus Protochlamydia amoebophila UWE25
1	|	471854	|	471854	|	Dyadobacter fermentans DSM 18053
1	|	417398	|	417398	|	Vibrio cholerae MZO-2
1	|	411463	|	411463	|	Eubacterium ventriosum ATCC 27560
1	|	527000	|	527000	|	Bacillus pseudomycoides DSM 12442
1	|	273057	|	273057	|	Saccharolobus solfataricus P2
1	|	593589	|	593589	|	Vibrio cholerae RC9
1	|	525257	|	525257	|	Chryseobacterium gleum ATCC 35910
1	|	273119	|	273119	|	Ureaplasma parvum serovar 3 str. ATCC 700970
1	|	548473	|	548473	|	Staphylococcus aureus subsp. aureus TCH60
1	|	391596	|	391596	|	Pedobacter sp. BAL39
1	|	412967	|	412967	|	Vibrio cholerae MAK 757
1	|	566549	|	566549	|	Corynebacterium matruchotii ATCC 33806
1	|	412966	|	412966	|	Vibrio cholerae 1587
1	|	425104	|	425104	|	Shewanella sediminis HAW-EB3
1	|	345076	|	345076	|	Vibrio cholerae V52
1	|	167546	|	167546	|	Prochlorococcus marinus str. MIT 9301
1	|	377431	|	377431	|	Chlorobium ferrooxidans DSM 13031
1	|	345075	|	345075	|	Vibrio cholerae V51
1	|	553199	|	553199	|	Cutibacterium acnes SK137
1	|	216432	|	216432	|	Croceibacter atlanticus HTCC2559
1	|	548470	|	548470	|	Staphylococcus aureus subsp. aureus MN8
1	|	445974	|	445974	|	Erysipelatoclostridium ramosum DSM 1402
1	|	593588	|	593588	|	Vibrio cholerae MJ-1236
1	|	41431	|	41431	|	Rippkaea orientalis PCC 8801
1	|	593590	|	593590	|	Vibrio cholerae TMA 21
1	|	345074	|	345074	|	Vibrio cholerae RC385
1	|	593585	|	593585	|	Vibrio cholerae VL426
1	|	505682	|	505682	|	Ureaplasma parvum serovar 3 str. ATCC 27815
1	|	593586	|	593586	|	Vibrio cholerae TM 11079-80
1	|	579112	|	579112	|	Vibrio cholerae M66-2
1	|	404974	|	404974	|	Vibrio cholerae AM-19226
1	|	315749	|	315749	|	Bacillus cytotoxicus NVH 391-98
1	|	626096	|	626096	|	Ureaplasma urealyticum serovar 2 str. ATCC 27814
1	|	593587	|	593587	|	Vibrio cholerae BX 330286
1	|	59748	|	59748	|	Candidatus Phytoplasma australiense
1	|	313606	|	313606	|	Microscilla marina ATCC 23134
1	|	243365	|	243365	|	Chromobacterium violaceum ATCC 12472
1	|	265311	|	265311	|	Mesoplasma florum L1
1	|	412614	|	412614	|	Vibrio cholerae 2740-80
1	|	592313	|	592313	|	Vibrio cholerae 12129(1)
1	|	417400	|	417400	|	Vibrio cholerae B33
1	|	419109	|	419109	|	Vibrio parahaemolyticus AQ3810
1	|	63737	|	63737	|	Nostoc punctiforme PCC 73102
1	|	386415	|	386415	|	Clostridium novyi NT
1	|	598659	|	598659	|	Nautilia profundicola AmH
1	|	553177	|	553177	|	Capnocytophaga sputigena ATCC 33612
1	|	345073	|	345073	|	Vibrio cholerae O395
1	|	476272	|	476272	|	Blautia hydrogenotrophica DSM 10507
1	|	391603	|	391603	|	Flavobacteriales bacterium ALC-1
1	|	395962	|	395962	|	Rippkaea orientalis PCC 8802
1	|	471881	|	471881	|	Proteus penneri ATCC 35198
1	|	282458	|	282458	|	Staphylococcus aureus subsp. aureus MRSA252
1	|	289376	|	289376	|	Thermodesulfovibrio yellowstonii DSM 11347
1	|	362948	|	362948	|	Ligilactobacillus salivarius UCC118
1	|	262768	|	262768	|	Onion yellows phytoplasma OY-M
1	|	476211	|	476211	|	Borreliella burgdorferi 72a
1	|	537021	|	537021	|	Candidatus Liberibacter asiaticus str. psy62
1	|	313603	|	313603	|	Maribacter sp. HTCC2170
1	|	266835	|	266835	|	Mesorhizobium japonicum MAFF 303099
1	|	476212	|	476212	|	Borreliella burgdorferi 94a
1	|	397948	|	397948	|	Caldivirga maquilingensis IC-167
1	|	553184	|	553184	|	Lancefieldella rimae ATCC 49626
1	|	491915	|	491915	|	Anoxybacillus flavithermus WK1
1	|	498848	|	498848	|	Thermus aquaticus Y51MC23
1	|	518766	|	518766	|	Rhodothermus marinus DSM 4252
1	|	118168	|	118168	|	Coleofasciculus chthonoplastes PCC 7420
1	|	526227	|	526227	|	Meiothermus silvanus DSM 9946
1	|	39717	|	39717	|	Paulinella chromatophora
1	|	457570	|	457570	|	Natranaerobius thermophilus JW/NM-WN-LF
1	|	392423	|	392423	|	Hydrogenivirga sp. 128-5-R1-1
1	|	187420	|	187420	|	Methanothermobacter thermautotrophicus str. Delta H
1	|	491075	|	491075	|	Enterococcus faecalis EnGen0297
1	|	448385	|	448385	|	Sorangium cellulosum So ce56
1	|	387093	|	387093	|	Sulfurovum sp. NBC37-1
1	|	273121	|	273121	|	Wolinella succinogenes DSM 1740
1	|	432331	|	432331	|	Sulfurihydrogenibium yellowstonense SS-5
1	|	329726	|	329726	|	Acaryochloris marina MBIC11017
1	|	525256	|	525256	|	Fannyhessea vaginae DSM 15829
1	|	224326	|	224326	|	Borreliella burgdorferi B31
1	|	165597	|	165597	|	Crocosphaera watsonii WH 8501
1	|	360095	|	360095	|	Bartonella bacilliformis KC583
1	|	381764	|	381764	|	Fervidobacterium nodosum Rt17-B1
1	|	476210	|	476210	|	Borreliella burgdorferi 118a
1	|	428128	|	428128	|	[Eubacterium] siraeum DSM 15702
1	|	391587	|	391587	|	Kordia algicida OT-1
1	|	498736	|	498736	|	Borreliella burgdorferi 80a
1	|	445975	|	445975	|	Collinsella stercoris DSM 13279
1	|	613026	|	613026	|	Helicobacter bilis ATCC 43879
1	|	411470	|	411470	|	[Ruminococcus] gnavus ATCC 29149
1	|	203119	|	203119	|	Acetivibrio thermocellus ATCC 27405
1	|	445986	|	445986	|	Borreliella afzelii ACA-1
1	|	513049	|	513049	|	Limnospira maxima CS-328
1	|	445987	|	445987	|	Borreliella valaisiana VS116
1	|	517417	|	517417	|	Chlorobaculum parvum NCIB 8327
1	|	445985	|	445985	|	Borreliella burgdorferi ZS7
1	|	445983	|	445983	|	Borreliella burgdorferi 156a
1	|	340177	|	340177	|	Chlorobium chlorochromatii CaD3
1	|	313590	|	313590	|	Dokdonia sp. MED134
1	|	439235	|	439235	|	Desulfatibacillum alkenivorans AK-01
1	|	273075	|	273075	|	Thermoplasma acidophilum DSM 1728
1	|	313612	|	313612	|	Lyngbya sp. PCC 8106
1	|	224324	|	224324	|	Aquifex aeolicus VF5
1	|	103690	|	103690	|	Nostoc sp. PCC 7120 = FACHB-418
1	|	309798	|	309798	|	Coprothermobacter proteolyticus DSM 5265
1	|	517418	|	517418	|	Chloroherpeton thalassium ATCC 35110
1	|	309799	|	309799	|	Dictyoglomus thermophilum H-6-12
1	|	368407	|	368407	|	Methanoculleus marisnigri JR1
1	|	445932	|	445932	|	Elusimicrobium minutum Pei191
1	|	498739	|	498739	|	Borreliella burgdorferi CA-11.2A
1	|	498738	|	498738	|	Borreliella burgdorferi 29805
1	|	65393	|	65393	|	Gloeothece citriformis PCC 7424
1	|	411465	|	411465	|	Parvimonas micra ATCC 33270
1	|	85962	|	85962	|	Helicobacter pylori 26695
1	|	537972	|	537972	|	Helicobacter pullorum MIT 98-5489
1	|	498737	|	498737	|	Borreliella burgdorferi WI91-23
1	|	335541	|	335541	|	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
1	|	498740	|	498740	|	Borreliella burgdorferi 64b
1	|	445336	|	445336	|	Clostridium botulinum Bf
1	|	43989	|	43989	|	Crocosphaera subtropica ATCC 51142
1	|	391625	|	391625	|	Plesiocystis pacifica SIR-1
1	|	240292	|	240292	|	Trichormus variabilis ATCC 29413
1	|	519049	|	519049	|	Borreliella garinii Far04
1	|	481877	|	481877	|	Enterocytozoon bieneusi H348
1	|	479434	|	479434	|	Sphaerobacter thermophilus DSM 20745
1	|	515621	|	515621	|	Clostridium botulinum Ba4 str. 657
1	|	387092	|	387092	|	Nitratiruptor sp. SB155-2
1	|	480224	|	480224	|	Chloroflexus aurantiacus Y-400-fl
1	|	422289	|	422289	|	Beggiatoa sp. PS
1	|	368408	|	368408	|	Thermofilum pendens Hrk 5
1	|	123214	|	123214	|	Persephonella marina EX-H1
1	|	320483	|	320483	|	Anaplasma marginale str. Florida
1	|	214688	|	214688	|	Gemmata obscuriglobus UQM 2246
1	|	592010	|	592010	|	Abiotrophia defectiva ATCC 49176
1	|	545696	|	545696	|	Holdemania filiformis DSM 12042
1	|	161544	|	161544	|	Bacillus sp. SG-1
1	|	273116	|	273116	|	Thermoplasma volcanium GSS1
1	|	537007	|	537007	|	Blautia hansenii DSM 20583
1	|	525278	|	525278	|	Enterococcus faecalis TX1322
1	|	391612	|	391612	|	Crocosphaera chwakensis CCY0110
1	|	481743	|	481743	|	Paenibacillus sp. Y412MC10
1	|	314723	|	314723	|	Borrelia hermsii DAH
1	|	240016	|	240016	|	Verrucomicrobium spinosum DSM 4136 = JCM 18804
1	|	342610	|	342610	|	Pseudoalteromonas atlantica T6c
1	|	91464	|	91464	|	Synechococcus sp. PCC 7335
1	|	498742	|	498742	|	Borreliella spielmanii A14S
1	|	314724	|	314724	|	Borrelia turicatae 91E135
1	|	326427	|	326427	|	Chloroflexus aggregans DSM 9485
1	|	498741	|	498741	|	Borreliella finlandensis
1	|	525271	|	525271	|	Enterococcus faecalis ATCC 29200
1	|	445984	|	445984	|	Borreliella burgdorferi Bol26
1	|	390236	|	390236	|	Borreliella afzelii PKo
1	|	290318	|	290318	|	Chlorobium phaeovibrioides DSM 265
1	|	484019	|	484019	|	Thermosipho africanus TCF52B
1	|	322098	|	322098	|	Aster yellows witches'-broom phytoplasma AYWB
1	|	226185	|	226185	|	Enterococcus faecalis V583
1	|	521003	|	521003	|	Collinsella intestinalis DSM 13280
1	|	194439	|	194439	|	Chlorobaculum tepidum TLS
1	|	373903	|	373903	|	Halothermothrix orenii H 168
1	|	439481	|	439481	|	Aciduliprofundum boonei T469
1	|	324925	|	324925	|	Pelodictyon phaeoclathratiforme BU-1
1	|	374847	|	374847	|	Candidatus Korarchaeum cryptofilum OPF8
1	|	156586	|	156586	|	Flavobacteria bacterium BBFL7
1	|	497965	|	497965	|	Gloeothece verrucosa PCC 7822
1	|	457396	|	457396	|	Clostridium sp. 7_2_43FAA
1	|	383372	|	383372	|	Roseiflexus castenholzii DSM 13941
1	|	491074	|	491074	|	Enterococcus faecalis TX0104
1	|	324602	|	324602	|	Chloroflexus aurantiacus J-10-fl
2	|	439483	|	929558	|	Sulfurimonas gotlandica GD1
1	|	537970	|	537970	|	Helicobacter canadensis MIT 98-5491
1	|	444158	|	444158	|	Methanococcus maripaludis C6
1	|	391009	|	391009	|	Thermosipho melanesiensis BI429
1	|	221109	|	221109	|	Oceanobacillus iheyensis HTE831
1	|	313594	|	313594	|	Polaribacter irgensii 23-P
1	|	279238	|	279238	|	Novosphingobium aromaticivorans DSM 12444
1	|	50743	|	50743	|	unidentified eubacterium SCB49
1	|	563041	|	563041	|	Helicobacter pylori G27
1	|	515635	|	515635	|	Dictyoglomus turgidum DSM 6724
1	|	269798	|	269798	|	Cytophaga hutchinsonii ATCC 33406
1	|	290402	|	290402	|	Clostridium beijerinckii NCIMB 8052
1	|	388399	|	388399	|	Sagittula stellata E-37
1	|	188937	|	188937	|	Methanosarcina acetivorans C2A
1	|	313598	|	313598	|	Polaribacter sp. MED152
1	|	553209	|	553209	|	Enterococcus faecalis TUSoD Ef11
1	|	351160	|	351160	|	Methanocella arvoryzae MRE50
1	|	436114	|	436114	|	Sulfurihydrogenibium sp. YO3AOP1
1	|	40127	|	40127	|	Neurospora tetrasperma
1	|	313624	|	313624	|	Nodularia spumigena CCY9414
1	|	234267	|	234267	|	Candidatus Solibacter usitatus Ellin6076
1	|	452471	|	452471	|	Candidatus Amoebophilus asiaticus 5a2
1	|	391598	|	391598	|	Flavobacteria bacterium BAL38
1	|	525372	|	525372	|	Sphingobacterium spiritivorum ATCC 33300
1	|	392500	|	392500	|	Shewanella woodyi ATCC 51908
1	|	471857	|	471857	|	Saccharomonospora viridis DSM 43017
1	|	335284	|	335284	|	Psychrobacter cryohalolentis K5
1	|	60481	|	60481	|	Shewanella sp. MR-7
1	|	485917	|	485917	|	Pedobacter heparinus DSM 2366
1	|	422288	|	422288	|	Beggiatoa sp. SS
1	|	349307	|	349307	|	Methanothrix thermoacetophila PT
1	|	411154	|	411154	|	Gramella forsetii KT0803
1	|	504728	|	504728	|	Meiothermus ruber DSM 1279
1	|	444612	|	444612	|	Rickettsia endosymbiont of Ixodes scapularis
1	|	458817	|	458817	|	Shewanella halifaxensis HAW-EB4
1	|	197221	|	197221	|	Thermosynechococcus vestitus BP-1
1	|	393127	|	393127	|	Listeria monocytogenes Finland 1998
1	|	338966	|	338966	|	Pelobacter propionicus DSM 2379
